Type,Product,Started Date,Completed Date,Description,Amount,Fee,Currency,State,Balance
Card Payment,Current,2024-12-03 14:36:17,2024-12-04 04:49:52,Express Cafe,-5.40,0.00,GBP,COMPLETED,796.28
Card Payment,Current,2024-12-03 23:59:59,2024-12-04 11:54:41,Transport for London,-5.80,0.00,GBP,COMPLETED,772.95
Card Payment,Current,2024-12-04 15:02:54,2024-12-05 10:02:18,Just Eat,-12.68,0.00,GBP,COMPLETED,1705.79
Card Payment,Current,2024-12-04 17:15:19,2024-12-05 08:57:41,noqodi,-38.23,0.00,GBP,COMPLETED,1718.47
Transfer,Current,2024-12-04 17:38:10,2024-12-04 17:38:10,Withdrawing savings,1000.00,0.00,GBP,COMPLETED,1772.95
Card Payment,Current,2024-12-04 19:10:26,2024-12-05 15:17:24,Virgin Atlantic,-623.89,0.00,GBP,COMPLETED,1054.50
Card Payment,Current,2024-12-04 19:39:33,2024-12-05 15:08:54,Whittard of Chelsea,-27.40,0.00,GBP,COMPLETED,1678.39
Card Payment,Current,2024-12-04 19:56:41,2024-12-05 04:01:37,Five Guys,-13.50,0.00,GBP,COMPLETED,1759.45
Card Payment,Current,2024-12-04 20:32:07,2024-12-05 06:03:56,Tesco,-2.75,0.00,GBP,COMPLETED,1756.70
Card Payment,Current,2024-12-04 23:59:59,2024-12-05 16:13:19,Transport for London,-6.00,0.00,GBP,COMPLETED,1048.50
Card Payment,Current,2024-12-05 17:46:55,2024-12-06 14:09:19,Burger King,-4.99,0.00,GBP,COMPLETED,1013.36
Card Payment,Current,2024-12-05 19:55:58,2024-12-06 14:00:11,World Duty Free,-19.95,0.00,GBP,COMPLETED,1018.35
Card Payment,Current,2024-12-05 20:18:10,2024-12-06 06:07:07,Boots,-2.45,0.00,GBP,COMPLETED,1046.05
Card Payment,Current,2024-12-05 20:20:51,2024-12-06 09:07:56,Bridge Bar and Eating House,-7.75,0.00,GBP,COMPLETED,1038.30
Card Payment,Current,2024-12-06 04:54:02,2024-12-06 16:36:44,Transport for London,-15.60,0.00,GBP,COMPLETED,997.76
Rev Payment,Current,2024-12-08 00:21:42,2024-12-08 00:21:43,www.lycamobile.com*London,-12.00,0.00,GBP,COMPLETED,985.76
Transfer,Current,2024-12-09 06:18:35,2024-12-09 06:18:37,To Hezron McNeish,-950.00,0.00,GBP,COMPLETED,35.76
Transfer,Savings,2024-12-09 06:19:22,2024-12-09 06:19:22,Pocket Withdrawal,-400.00,0.00,GBP,COMPLETED,0.00
Transfer,Current,2024-12-09 06:19:22,2024-12-09 06:19:22,Pocket Withdrawal,400.00,0.00,GBP,COMPLETED,435.76
Transfer,Current,2024-12-09 09:30:00,2024-12-09 10:02:33,To Bma Association,-10.50,0.00,GBP,COMPLETED,425.26
Transfer,Current,2024-12-09 09:30:00,2024-12-09 10:02:34,To General Medical C,-17.40,0.00,GBP,COMPLETED,407.86
Card Payment,Current,2024-12-11 23:59:59,2024-12-12 17:03:39,Transport for London,-13.30,0.00,GBP,COMPLETED,394.56
Card Payment,Current,2024-12-12 09:46:41,2024-12-13 09:50:03,Whipps Cross University Hospital,-8.34,0.00,GBP,COMPLETED,378.85
Card Payment,Current,2024-12-12 15:15:33,2024-12-13 09:49:58,Whipps Cross University Hospital,-7.37,0.00,GBP,COMPLETED,387.19
Card Payment,Current,2024-12-12 20:15:16,2024-12-13 11:59:51,Glade Food & Wines,-4.70,0.00,GBP,COMPLETED,374.15
Card Payment,Current,2024-12-13 14:02:37,2024-12-14 16:14:34,Just Eat,-13.78,0.00,GBP,COMPLETED,353.94
Card Payment,Current,2024-12-13 21:48:42,2024-12-14 06:19:17,The Raj,-6.43,0.00,GBP,COMPLETED,367.72
Card Payment,Current,2024-12-14 15:37:38,2024-12-15 14:36:19,Just Eat,-22.67,0.00,GBP,COMPLETED,316.28
Fee,Current,2024-12-15 01:28:03,2024-12-15 01:28:03,Metal plan fee,-14.99,0.00,GBP,COMPLETED,338.95
Card Payment,Current,2024-12-15 19:44:48,2024-12-16 06:10:53,The Raj,-5.89,0.00,GBP,COMPLETED,310.39
Card Payment,Current,2024-12-17 04:18:06,2024-12-17 14:11:35,Transport for London,-6.00,0.00,GBP,COMPLETED,304.39
Card Payment,Current,2024-12-17 09:39:55,2024-12-18 02:54:18,Concerts for Carers,-5.00,0.00,GBP,COMPLETED,286.05
Card Payment,Current,2024-12-17 12:20:52,2024-12-18 02:54:10,Deliveroo,-13.34,0.00,GBP,COMPLETED,291.05
Card Payment,Current,2024-12-18 00:29:50,2024-12-18 15:27:51,CloudFlare,-0.64,0.00,GBP,COMPLETED,285.41
Card Payment,Current,2024-12-18 02:18:46,2024-12-19 10:18:17,Just Eat,-12.67,0.00,GBP,COMPLETED,272.74
Card Payment,Current,2024-12-18 10:21:47,2024-12-19 15:38:54,CloudFlare,-3.96,0.00,GBP,COMPLETED,268.78
Card Payment,Current,2024-12-19 00:07:56,2024-12-20 11:06:17,Just Eat,-13.30,0.00,GBP,COMPLETED,4037.54
Card Payment,Current,2024-12-19 13:08:16,2024-12-20 10:29:31,Marks & Spencer,-5.50,0.00,GBP,COMPLETED,4050.84
Topup,Current,2024-12-19 17:04:45,2024-12-19 17:04:46,Payment from BARTS HEALTH NHS,3795.95,0.00,GBP,COMPLETED,4064.73
Card Payment,Current,2024-12-19 19:05:08,2024-12-20 10:05:25,Whipps Cross University Hospital,-6.40,0.00,GBP,COMPLETED,4058.33
Card Payment,Current,2024-12-19 19:24:14,2024-12-20 10:05:27,Elior,-1.99,0.00,GBP,COMPLETED,4056.34
Card Payment,Current,2024-12-20 02:40:32,2024-12-21 14:31:16,Just Eat,-13.23,0.00,GBP,COMPLETED,4013.26
Card Payment,Current,2024-12-20 12:12:05,2024-12-21 15:03:14,Usa Chicken And Pizza,-8.99,0.00,GBP,COMPLETED,4004.27
Card Payment,Current,2024-12-20 12:15:52,2024-12-21 13:54:03,Sainsbury's,-4.40,0.00,GBP,COMPLETED,4026.49
Card Payment,Current,2024-12-20 19:59:39,2024-12-21 09:20:09,Marks & Spencer,-6.65,0.00,GBP,COMPLETED,4030.89
Card Payment,Current,2024-12-21 01:54:49,2024-12-22 12:09:53,Just Eat,-12.67,0.00,GBP,COMPLETED,2870.72
Card Payment,Current,2024-12-21 16:41:42,2024-12-22 12:09:47,Just Eat,-20.88,0.00,GBP,COMPLETED,2883.39
Transfer,Current,2024-12-22 08:43:30,2024-12-22 08:43:31,Depositing savings,-1000.00,0.00,GBP,COMPLETED,2904.27
Transfer,Savings,2024-12-22 08:43:31,2024-12-22 08:43:31,To pocket GBP Driving Fund from GBP,100.00,0.00,GBP,COMPLETED,100.00
Transfer,Current,2024-12-22 08:43:31,2024-12-22 08:43:31,To pocket GBP Driving Fund from GBP,-100.00,0.00,GBP,COMPLETED,3904.27
Card Payment,Current,2024-12-22 11:37:27,2024-12-23 03:59:48,Deliveroo,-37.99,0.00,GBP,COMPLETED,2832.73
Card Payment,Current,2024-12-22 14:07:54,2024-12-23 06:13:34,The Raj,-7.00,0.00,GBP,COMPLETED,2825.73
Card Payment,Current,2024-12-23 08:43:48,2024-12-24 12:04:52,Whipps Cross University Hospital,-8.34,0.00,GBP,COMPLETED,2817.39
Card Payment,Current,2024-12-23 13:35:35,2024-12-24 12:04:52,Whipps Cross University Hospital,-6.61,0.00,GBP,COMPLETED,2810.78
Card Payment,Current,2024-12-23 20:16:52,2024-12-24 12:27:53,Deliveroo,-12.49,0.00,GBP,COMPLETED,2798.29
Card Payment,Current,2024-12-24 08:40:34,2024-12-25 09:40:33,Whipps Cross University Hospital,-3.99,0.00,GBP,COMPLETED,2794.30
Card Payment,Current,2024-12-24 08:52:03,2024-12-25 09:40:38,Whipps Cross University Hospital,-3.90,0.00,GBP,COMPLETED,2790.40
Card Payment,Current,2024-12-24 13:54:01,2024-12-25 09:40:42,Whipps Cross University Hospital,-3.75,0.00,GBP,COMPLETED,2786.65
Card Payment,Current,2024-12-24 21:20:27,2024-12-25 11:58:44,Just Eat,-14.61,0.00,GBP,COMPLETED,2772.04
Card Payment,Current,2024-12-25 00:26:27,2024-12-26 04:51:42,Temu,-10.76,0.00,GBP,COMPLETED,2746.25
Card Payment,Current,2024-12-25 01:03:01,2024-12-26 04:51:35,Temu,-15.03,0.00,GBP,COMPLETED,2757.01
Card Payment,Current,2024-12-26 07:49:32,2024-12-27 08:37:58,Whipps Cross University Hospital,-3.13,0.00,GBP,COMPLETED,2735.37
Card Payment,Current,2024-12-26 12:28:15,2024-12-27 08:37:56,Whipps Cross University Hospital,-7.75,0.00,GBP,COMPLETED,2738.50
Card Payment,Current,2024-12-27 07:43:40,2024-12-28 10:26:31,Whipps Cross University Hospital,-4.44,0.00,GBP,COMPLETED,2528.94
Card Payment,Current,2024-12-27 12:42:32,2024-12-28 10:26:33,Whipps Cross University Hospital,-6.61,0.00,GBP,COMPLETED,2522.33
Card Payment,Current,2024-12-27 13:15:08,2024-12-28 10:26:29,Elior,-1.99,0.00,GBP,COMPLETED,2533.38
Card Payment,Current,2024-12-27 17:03:35,2024-12-28 11:37:30,Glade Food & Wines,-3.50,0.00,GBP,COMPLETED,2505.84
Card Payment,Current,2024-12-27 20:08:34,2024-12-28 10:50:06,Deliveroo,-12.99,0.00,GBP,COMPLETED,2509.34
Transfer,Current,2024-12-28 00:45:37,2024-12-28 00:45:38,Depositing savings,-200.00,0.00,GBP,COMPLETED,2535.37
Card Payment,Current,2024-12-28 07:39:13,2024-12-29 09:56:47,Whipps Cross University Hospital,-3.35,0.00,GBP,COMPLETED,2495.88
Card Payment,Current,2024-12-28 12:12:13,2024-12-29 09:56:47,Whipps Cross University Hospital,-6.61,0.00,GBP,COMPLETED,2499.23
Card Payment,Current,2024-12-28 16:55:49,2024-12-29 09:56:48,Elior,-2.94,0.00,GBP,COMPLETED,2492.94
Card Payment,Current,2024-12-28 21:41:27,2024-12-29 10:41:20,Just Eat,-12.78,0.00,GBP,COMPLETED,2480.16
Card Payment,Current,2024-12-29 12:18:00,2024-12-30 09:29:16,Whipps Cross University Hospital,-6.61,0.00,GBP,COMPLETED,2473.55
Card Payment,Current,2024-12-29 20:12:37,2024-12-30 13:11:51,Just Eat,-11.29,0.00,GBP,COMPLETED,2462.26
Card Payment,Current,2024-12-30 15:23:28,2024-12-31 14:33:09,Transport for London,-8.70,0.00,GBP,COMPLETED,2441.66
Card Payment,Current,2024-12-30 15:42:33,2024-12-31 04:20:44,Honest Burgers,-11.90,0.00,GBP,COMPLETED,2450.36
Card Payment,Current,2024-12-31 11:17:01,2025-01-01 06:11:41,The Raj,-8.33,0.00,GBP,COMPLETED,2433.33
Card Payment,Current,2024-12-31 17:52:51,2025-01-01 09:23:11,Marks & Spencer,-5.50,0.00,GBP,COMPLETED,2427.83
Card Payment,Current,2024-12-31 23:59:59,2025-01-01 14:22:05,Transport for London,-3.00,0.00,GBP,COMPLETED,2424.83
Card Payment,Current,2024-12-31 23:59:59,2025-01-02 09:19:36,Transport for London,-3.00,0.00,GBP,COMPLETED,2403.07
Card Payment,Current,2025-01-01 02:25:44,2025-01-02 05:43:52,A P Food Express,-5.77,0.00,GBP,COMPLETED,2419.06
Card Payment,Current,2025-01-01 14:37:04,2025-01-02 05:52:28,Rp Sm Pizza Tow,-12.99,0.00,GBP,COMPLETED,2406.07
Card Payment,Current,2025-01-01 23:35:50,2025-01-02 11:34:42,Deliveroo,-7.73,0.00,GBP,COMPLETED,2395.34
Card Payment,Current,2025-01-02 16:16:13,2025-01-03 09:21:50,Whipps Cross University Hospital,-6.40,0.00,GBP,COMPLETED,2288.94
Card Payment,Current,2025-01-02 20:12:47,2025-01-03 09:40:59,Deliveroo,-12.99,0.00,GBP,COMPLETED,2275.95
Transfer,Current,2025-01-03 04:17:20,2025-01-03 04:17:22,To Komonika Ltd,-100.00,0.00,GBP,COMPLETED,2295.34
Card Payment,Current,2025-01-03 17:07:05,2025-01-04 09:36:23,Whipps Cross University Hospital,-6.61,0.00,GBP,COMPLETED,2269.34
Card Payment,Current,2025-01-04 12:50:29,2025-01-05 10:02:20,Just Eat,-13.39,0.00,GBP,COMPLETED,2241.77
Card Payment,Current,2025-01-04 18:58:11,2025-01-05 11:55:14,Chef Akila,-58.00,0.00,GBP,COMPLETED,2183.77
Card Payment,Current,2025-01-04 19:23:56,2025-01-05 09:47:08,Deliveroo,-14.18,0.00,GBP,COMPLETED,2255.16
Card Payment,Current,2025-01-05 14:35:22,2025-01-06 02:48:34,Tbb,-10.75,0.00,GBP,COMPLETED,2173.02
Card Payment,Current,2025-01-05 20:53:57,2025-01-06 09:14:42,Sainsbury's,-8.44,0.00,GBP,COMPLETED,2150.53
Card Payment,Current,2025-01-05 21:03:31,2025-01-06 06:19:10,The Raj,-3.00,0.00,GBP,COMPLETED,2170.02
Card Payment,Current,2025-01-06 02:18:31,2025-01-06 09:11:54,Transport for London,-6.00,0.00,GBP,COMPLETED,2158.97
Exchange,Current,2025-01-06 08:18:40,2025-01-06 08:18:40,Transfer to Revolut Ltd,-5.05,0.00,GBP,COMPLETED,2164.97
Card Payment,Current,2025-01-06 14:31:45,2025-01-07 11:54:57,Whipps Cross University Hospital,-6.61,0.00,GBP,COMPLETED,2107.48
Card Payment,Current,2025-01-06 14:50:39,2025-01-07 11:54:51,Elior,-1.99,0.00,GBP,COMPLETED,2114.09
Card Payment,Current,2025-01-06 17:27:45,2025-01-07 11:55:00,Whipps Cross University Hospital,-3.90,0.00,GBP,COMPLETED,2103.58
Rev Payment,Current,2025-01-07 00:52:21,2025-01-07 00:52:22,www.lycamobile.com*London,-12.00,0.00,GBP,COMPLETED,2138.53
Exchange,Current,2025-01-07 08:16:03,2025-01-07 08:16:03,Transfer to Revolut Ltd,-5.05,0.00,GBP,COMPLETED,2133.48
Transfer,Current,2025-01-07 09:30:00,2025-01-07 10:01:52,To General Medical C,-17.40,0.00,GBP,COMPLETED,2116.08
Card Payment,Current,2025-01-07 12:25:17,2025-01-08 10:19:30,Whipps Cross University Hospital,-6.40,0.00,GBP,COMPLETED,2071.75
Card Payment,Current,2025-01-07 12:49:29,2025-01-08 10:19:22,Elior,-1.99,0.00,GBP,COMPLETED,2082.14
Card Payment,Current,2025-01-07 17:51:28,2025-01-08 10:19:28,Elior,-3.99,0.00,GBP,COMPLETED,2078.15
Card Payment,Current,2025-01-07 17:52:38,2025-01-08 10:19:22,Whipps Cross University Hospital,-3.90,0.00,GBP,COMPLETED,2084.13
Card Payment,Current,2025-01-07 22:40:22,2025-01-08 10:52:40,Just Eat,-12.01,0.00,GBP,COMPLETED,2059.74
Exchange,Current,2025-01-08 08:15:37,2025-01-08 08:15:37,Transfer to Revolut Ltd,-5.05,0.00,GBP,COMPLETED,2098.53
Transfer,Current,2025-01-08 09:30:00,2025-01-08 10:02:18,To Bma Association,-10.50,0.00,GBP,COMPLETED,2088.03
Card Payment,Current,2025-01-08 11:37:44,2025-01-09 09:20:36,Whipps Cross University Hospital,-7.90,0.00,GBP,COMPLETED,1096.79
Card Payment,Current,2025-01-08 19:39:12,2025-01-09 09:20:47,Whipps Cross University Hospital,-3.21,0.00,GBP,COMPLETED,1093.58
Transfer,Current,2025-01-09 07:20:37,2025-01-09 07:20:38,To Hezron McNeish,-950.00,0.00,GBP,COMPLETED,1109.74
Exchange,Current,2025-01-09 08:17:01,2025-01-09 08:17:01,Transfer to Revolut Ltd,-5.05,0.00,GBP,COMPLETED,1104.69
Card Payment,Current,2025-01-09 14:29:09,2025-01-10 17:07:23,Glade Food & Wines,-3.50,0.00,GBP,COMPLETED,1071.83
Card Payment,Current,2025-01-09 14:39:02,2025-01-10 14:20:55,Whipps Cross University Hospital,-6.40,0.00,GBP,COMPLETED,1076.63
Card Payment,Current,2025-01-09 20:13:27,2025-01-10 09:47:08,Marks & Spencer,-5.50,0.00,GBP,COMPLETED,1083.03
Card Payment,Current,2025-01-10 00:24:12,2025-01-11 10:13:20,Just Eat,-16.03,0.00,GBP,COMPLETED,1050.75
Exchange,Current,2025-01-10 08:17:08,2025-01-10 08:17:08,Transfer to Revolut Ltd,-5.05,0.00,GBP,COMPLETED,1088.53
Transfer,Current,2025-01-10 15:07:06,2025-01-10 15:07:07,Withdrawing savings,2677.00,0.00,GBP,COMPLETED,3753.63
Transfer,Current,2025-01-10 15:07:34,2025-01-10 15:42:41,SWIFT Transfer to Kunchi Kandy Nazar,-2675.89,2.41,GBP,COMPLETED,1075.33
Card Payment,Current,2025-01-10 23:59:59,2025-01-11 13:36:38,Transport for London,-6.00,0.00,GBP,COMPLETED,1044.75
Exchange,Current,2025-01-11 08:16:28,2025-01-11 08:16:28,Transfer to Revolut Ltd,-5.05,0.00,GBP,COMPLETED,1066.78
Card Payment,Current,2025-01-11 08:52:39,2025-01-12 07:19:18,Boots,-6.60,0.00,GBP,COMPLETED,1030.59
Card Payment,Current,2025-01-11 08:54:49,2025-01-11 15:34:25,HMSHost International,-7.56,0.00,GBP,COMPLETED,1037.19
Card Payment,Current,2025-01-11 09:28:34,2025-01-12 10:56:00,El&n,-21.95,0.00,GBP,COMPLETED,1003.59
Card Payment,Current,2025-01-11 21:50:22,2025-01-13 05:59:13,Rp Sm Pizza Tow,-12.99,0.00,GBP,COMPLETED,971.61
Card Payment,Current,2025-01-11 23:59:59,2025-01-12 13:39:53,Transport for London,-6.00,0.00,GBP,COMPLETED,997.59
Exchange,Current,2025-01-12 08:15:44,2025-01-12 08:15:44,Transfer to Revolut Ltd,-5.05,0.00,GBP,COMPLETED,1025.54
Card Payment,Current,2025-01-12 15:30:44,2025-01-13 04:16:22,Deliveroo,-12.99,0.00,GBP,COMPLETED,984.60
Exchange,Current,2025-01-13 08:21:15,2025-01-13 08:21:15,Transfer to Revolut Ltd,-5.05,0.00,GBP,COMPLETED,966.56
Card Payment,Current,2025-01-13 14:18:44,2025-01-14 04:15:17,Deliveroo,-11.39,0.00,GBP,COMPLETED,955.17
Card Payment,Current,2025-01-13 21:27:50,2025-01-14 06:21:13,The Raj,-7.42,0.00,GBP,COMPLETED,947.75
Exchange,Current,2025-01-14 08:16:05,2025-01-14 08:16:05,Transfer to Revolut Ltd,-5.05,0.00,GBP,COMPLETED,942.70
Card Payment,Current,2025-01-14 17:31:11,2025-01-15 09:54:43,Deliveroo,-15.96,0.00,GBP,COMPLETED,806.70
Fee,Current,2025-01-15 00:47:44,2025-01-15 00:47:44,Metal plan fee,-14.99,0.00,GBP,COMPLETED,927.71
Exchange,Current,2025-01-15 08:17:06,2025-01-15 08:17:06,Transfer to Revolut Ltd,-5.05,0.00,GBP,COMPLETED,922.66
Transfer,Current,2025-01-15 09:07:46,2025-01-15 09:07:47,To Komonika Ltd,-100.00,0.00,GBP,COMPLETED,822.66
Card Payment,Current,2025-01-15 18:41:52,2025-01-16 06:47:32,Deliveroo,-14.54,0.00,GBP,COMPLETED,787.28
Card Payment,Current,2025-01-15 21:48:47,2025-01-16 06:35:16,The Raj,-4.88,0.00,GBP,COMPLETED,801.82
Exchange,Current,2025-01-16 08:17:29,2025-01-16 08:17:29,Transfer to Revolut Ltd,-5.05,0.00,GBP,COMPLETED,782.23
Card Payment,Current,2025-01-16 20:10:06,2025-01-17 12:17:39,Deliveroo,-18.26,0.00,GBP,COMPLETED,758.92
Exchange,Current,2025-01-17 08:17:26,2025-01-17 08:17:26,Transfer to Revolut Ltd,-5.05,0.00,GBP,COMPLETED,777.18
Card Payment,Current,2025-01-17 22:22:36,2025-01-18 06:04:02,7 Star Traders,-10.99,0.00,GBP,COMPLETED,747.93
Card Payment,Current,2025-01-18 04:03:51,2025-01-18 12:04:18,Transport for London,-6.00,0.00,GBP,COMPLETED,736.88
Exchange,Current,2025-01-18 08:15:34,2025-01-18 08:15:34,Transfer to Revolut Ltd,-5.05,0.00,GBP,COMPLETED,742.88
Card Payment,Current,2025-01-18 14:53:06,2025-01-19 05:52:24,Rp Sm Pizza Tow,-19.98,0.00,GBP,COMPLETED,716.90
Exchange,Current,2025-01-19 08:14:35,2025-01-19 08:14:35,Transfer to Revolut Ltd,-5.05,0.00,GBP,COMPLETED,711.85
Card Payment,Current,2025-01-20 07:26:54,2025-01-21 12:00:16,Whipps Cross University Hospital,-5.95,0.00,GBP,COMPLETED,685.29
Card Payment,Current,2025-01-20 07:45:31,2025-01-21 12:00:16,Whipps Cross University Hospital,-3.90,0.00,GBP,COMPLETED,697.85
Exchange,Current,2025-01-20 08:20:15,2025-01-20 08:20:15,Transfer to Revolut Ltd,-5.05,0.00,GBP,COMPLETED,706.80
Card Payment,Current,2025-01-20 13:55:48,2025-01-21 12:00:16,Whipps Cross University Hospital,-6.61,0.00,GBP,COMPLETED,691.24
Card Payment,Current,2025-01-21 07:37:00,2025-01-22 11:19:01,Whipps Cross University Hospital,-7.90,0.00,GBP,COMPLETED,634.52
Exchange,Current,2025-01-21 08:16:19,2025-01-21 08:16:19,Transfer to Revolut Ltd,-5.05,0.00,GBP,COMPLETED,701.75
Card Payment,Current,2025-01-21 15:07:54,2025-01-22 11:19:10,Whipps Cross University Hospital,-6.40,0.00,GBP,COMPLETED,628.12
Card Payment,Current,2025-01-21 18:39:17,2025-01-22 06:09:48,Town And City Pub Group,-7.45,0.00,GBP,COMPLETED,664.47
Card Payment,Current,2025-01-21 19:18:18,2025-01-22 06:09:51,Town And City Pub Group,-17.00,0.00,GBP,COMPLETED,647.47
Card Payment,Current,2025-01-21 19:51:29,2025-01-22 06:09:41,Town And City Pub Group,-6.40,0.00,GBP,COMPLETED,671.92
Card Payment,Current,2025-01-21 21:57:15,2025-01-22 06:09:23,Uber,-6.97,0.00,GBP,COMPLETED,678.32
Card Payment,Current,2025-01-21 23:59:59,2025-01-22 13:06:44,Transport for London,-1.75,0.00,GBP,COMPLETED,626.37
Card Payment,Current,2025-01-22 07:36:58,2025-01-23 13:08:42,Whipps Cross University Hospital,-7.90,0.00,GBP,COMPLETED,607.02
Exchange,Current,2025-01-22 08:16:24,2025-01-22 08:16:24,Transfer to Revolut Ltd,-5.05,0.00,GBP,COMPLETED,642.42
Card Payment,Current,2025-01-22 14:07:38,2025-01-23 13:08:35,Whipps Cross University Hospital,-6.40,0.00,GBP,COMPLETED,614.92
Card Payment,Current,2025-01-22 19:23:56,2025-01-23 13:36:20,Deliveroo,-12.99,0.00,GBP,COMPLETED,594.03
Exchange,Current,2025-01-23 08:18:53,2025-01-23 08:18:53,Transfer to Revolut Ltd,-5.05,0.00,GBP,COMPLETED,621.32
Card Payment,Current,2025-01-23 09:24:58,2025-01-24 12:41:48,Whipps Cross University Hospital,-5.40,0.00,GBP,COMPLETED,579.68
Card Payment,Current,2025-01-23 09:46:24,2025-01-24 12:41:39,Whipps Cross University Hospital,-3.90,0.00,GBP,COMPLETED,585.08
Card Payment,Current,2025-01-23 16:01:34,2025-01-24 12:41:50,Whipps Cross University Hospital,-6.04,0.00,GBP,COMPLETED,573.64
Card Payment,Current,2025-01-23 19:47:28,2025-01-24 13:38:10,Glade Food & Wines,-27.50,0.00,GBP,COMPLETED,532.71
Card Payment,Current,2025-01-23 21:45:37,2025-01-24 13:11:33,Deliveroo,-13.43,0.00,GBP,COMPLETED,560.21
Exchange,Current,2025-01-24 08:17:59,2025-01-24 08:17:59,Transfer to Revolut Ltd,-5.05,0.00,GBP,COMPLETED,588.98
Card Payment,Current,2025-01-24 13:54:24,2025-01-25 11:23:40,Whipps Cross University Hospital,-6.61,0.00,GBP,COMPLETED,3215.42
Card Payment,Current,2025-01-24 14:23:04,2025-01-25 11:23:40,Elior,-1.99,0.00,GBP,COMPLETED,3222.03
Topup,Current,2025-01-24 17:02:00,2025-01-24 17:02:00,Payment from BARTS HEALTH NHS,3796.36,0.00,GBP,COMPLETED,4329.07
Transfer,Current,2025-01-24 17:02:00,2025-01-24 17:02:22,Depositing savings,-1000.00,0.00,GBP,COMPLETED,3229.07
Transfer,Savings,2025-01-24 17:02:01,2025-01-24 17:02:01,To pocket GBP Driving Fund from GBP,100.00,0.00,GBP,COMPLETED,200.00
Transfer,Current,2025-01-24 17:02:01,2025-01-24 17:02:01,To pocket GBP Driving Fund from GBP,-100.00,0.00,GBP,COMPLETED,4229.07
Card Payment,Current,2025-01-24 21:09:37,2025-01-25 12:00:11,Deliveroo,-12.99,0.00,GBP,COMPLETED,3202.43
Exchange,Current,2025-01-25 08:15:05,2025-01-25 08:15:05,Transfer to Revolut Ltd,-5.05,0.00,GBP,COMPLETED,3224.02
Card Payment,Current,2025-01-25 13:03:49,2025-01-26 04:01:44,Deliveroo,-11.39,0.00,GBP,COMPLETED,3191.04
Card Payment,Current,2025-01-25 21:04:28,2025-01-26 09:51:45,Deliveroo,-13.75,0.00,GBP,COMPLETED,3172.24
Exchange,Current,2025-01-26 08:15:28,2025-01-26 08:15:28,Transfer to Revolut Ltd,-5.05,0.00,GBP,COMPLETED,3185.99
Card Payment,Current,2025-01-26 15:13:57,2025-01-27 04:03:37,Deliveroo,-20.39,0.00,GBP,COMPLETED,3151.85
Exchange,Current,2025-01-27 08:19:10,2025-01-27 08:19:10,Transfer to Revolut Ltd,-5.05,0.00,GBP,COMPLETED,3146.80
Card Payment,Current,2025-01-27 14:26:03,2025-01-28 12:49:33,Whipps Cross University Hospital,-6.61,0.00,GBP,COMPLETED,2235.14
Card Payment,Current,2025-01-27 14:44:06,2025-01-28 12:49:35,Elior,-1.99,0.00,GBP,COMPLETED,2229.25
Card Payment,Current,2025-01-27 18:05:16,2025-01-28 12:49:35,Whipps Cross University Hospital,-3.90,0.00,GBP,COMPLETED,2231.24
Transfer,Current,2025-01-27 23:44:26,2025-01-27 23:44:28,To Subitha Surendran,-700.00,0.00,GBP,COMPLETED,2446.80
Transfer,Current,2025-01-28 00:40:00,2025-01-28 00:40:05,Depositing savings,-200.00,0.00,GBP,COMPLETED,2246.80
Exchange,Current,2025-01-28 08:17:14,2025-01-28 08:17:14,Transfer to Revolut Ltd,-5.05,0.00,GBP,COMPLETED,2241.75
Card Payment,Current,2025-01-28 12:27:06,2025-01-29 09:35:11,Whipps Cross University Hospital,-6.61,0.00,GBP,COMPLETED,2217.59
Card Payment,Current,2025-01-28 12:47:29,2025-01-29 09:35:11,Elior,-1.99,0.00,GBP,COMPLETED,2215.60
Card Payment,Current,2025-01-28 19:47:55,2025-01-29 09:35:16,Whipps Cross University Hospital,-6.61,0.00,GBP,COMPLETED,2208.99
Card Payment,Current,2025-01-29 00:20:01,,Deliveroo,-13.43,0.00,GBP,REVERTED,
Card Payment,Current,2025-01-29 00:55:27,2025-01-30 10:30:39,Just Eat,-14.35,0.00,GBP,COMPLETED,2173.53
Exchange,Current,2025-01-29 08:18:38,2025-01-29 08:18:38,Transfer to Revolut Ltd,-5.05,0.00,GBP,COMPLETED,2224.20
Card Payment,Current,2025-01-29 11:40:54,2025-01-30 10:07:04,Marks & Spencer,-7.70,0.00,GBP,COMPLETED,2187.88
Card Payment,Current,2025-01-29 17:14:31,2025-01-30 09:48:48,Whipps Cross University Hospital,-6.61,0.00,GBP,COMPLETED,2197.33
Card Payment,Current,2025-01-29 17:38:17,2025-01-30 09:48:51,Elior,-1.75,0.00,GBP,COMPLETED,2195.58
Exchange,Current,2025-01-30 08:16:56,2025-01-30 08:16:56,Transfer to Revolut Ltd,-5.05,0.00,GBP,COMPLETED,2203.94
Card Payment,Current,2025-01-30 12:24:12,2025-01-31 09:49:07,Marks & Spencer,-7.70,0.00,GBP,COMPLETED,2154.74
Card Payment,Current,2025-01-30 12:31:49,2025-01-31 09:33:41,Whipps Cross University Hospital,-6.04,0.00,GBP,COMPLETED,2162.44
Card Payment,Current,2025-01-31 00:55:58,2025-01-31 12:49:47,Deliveroo,-12.83,0.00,GBP,COMPLETED,2141.91
